HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
39761	6	7	5	2	7	2	6	2	8	10	1	6	6	4	3	7	1	6	4	5
39762	4	7	8	1	5	2	4	3	4	2	4	3	9	7	4	5	4	2	4	9
39763	10	2	4	4	1	5	5	5	8	8	6	8	3	6	3	1	5	3	4	5
39764	4	10	10	4	5	3	9	6	7	2	9	10	5	7	4	5	2	7	2	3
39765	2	6	8	2	5	4	6	6	3	7	2	6	9	8	2	1	2	10	10	7
39766	7	10	2	9	6	5	9	3	8	10	5	3	9	7	7	8	5	5	4	8
39768	8	2	9	7	4	9	5	5	3	2	4	4	6	8	9	2	10	9	8	1
39769	3	2	6	10	8	7	4	8	9	1	10	1	10	8	2	8	1	4	10	8
39824	1	1	4	10	8	7	10	4	2	8	3	9	2	7	8	10	2	4	7	10
39825	9	10	9	3	7	1	3	5	8	5	3	9	7	7	5	1	6	5	2	7
39826	6	10	5	7	5	4	9	2	10	6	3	5	9	5	9	8	5	9	10	9
39827	2	2	6	4	9	8	10	6	9	9	7	5	9	8	8	4	6	10	7	6
39828	5	10	4	7	5	6	7	8	9	6	7	1	2	10	5	1	6	7	8	4
39829	10	1	4	6	8	1	3	1	8	3	4	6	5	8	6	10	6	9	8	4
39830	3	2	2	1	5	8	10	2	6	2	8	5	7	4	8	4	10	7	4	8
39831	7	8	6	5	6	10	2	2	1	4	8	1	5	4	3	3	2	8	6	8
39832	6	5	1	6	8	4	9	2	3	5	9	6	1	4	2	8	8	9	3	3
39833	6	3	6	1	8	9	7	10	8	9	7	3	10	8	2	4	9	5	6	1
39834	7	5	9	4	1	1	6	4	5	9	6	9	9	10	9	9	6	9	9	4
39835	4	10	10	8	9	10	8	2	4	2	3	3	2	10	10	6	6	4	10	3
39836	4	5	1	8	1	10	6	2	7	4	2	3	5	9	7	1	9	7	10	1
39837	7	9	9	9	3	1	8	7	6	2	5	10	6	6	9	4	2	3	6	7
39838	5	2	9	1	10	7	2	9	10	3	8	2	2	6	2	4	3	3	9	9
39839	10	6	4	10	7	10	4	5	8	3	5	7	2	7	1	5	6	8	5	1
39840	6	8	4	10	1	8	10	4	1	3	8	8	10	9	1	10	3	8	9	4
39841	2	4	4	8	1	3	1	4	9	2	8	7	8	8	2	3	6	4	7	9
39842	2	9	1	9	6	10	8	8	1	4	4	4	8	2	9	9	8	8	7	8
39843	3	10	2	5	4	5	7	10	9	8	9	7	10	3	1	2	4	7	6	2
39844	4	1	6	4	9	10	9	10	7	4	8	10	9	5	1	5	6	3	1	7
39845	6	3	3	9	10	6	1	8	1	7	1	10	9	1	7	1	3	3	7	3
39846	9	5	5	3	9	6	5	1	2	1	10	2	8	4	8	10	9	10	8	8
39847	6	1	10	9	9	1	2	1	6	9	1	3	8	1	5	8	5	8	3	2
39848	9	1	10	5	4	9	9	4	5	4	7	8	7	9	8	8	6	4	4	2
39849	9	8	4	10	9	4	9	8	3	10	10	7	2	5	7	6	4	6	9	10
39850	1	8	3	3	6	7	7	3	3	9	10	10	6	10	1	3	2	8	10	4
39851	3	8	6	9	7	5	5	3	6	4	1	6	9	3	6	7	2	7	8	5
39906	10	1	8	1	10	5	5	8	6	5	7	9	10	8	3	8	5	8	10	8
39907	7	5	5	10	8	5	5	6	8	3	1	5	9	4	5	4	10	9	4	5
39908	9	2	7	6	2	10	4	7	9	9	2	1	8	7	2	9	10	1	2	8
39909	2	7	5	1	1	1	2	10	5	8	8	8	9	1	9	1	4	7	4	8
39910	9	4	7	2	6	1	8	6	8	7	1	3	2	9	3	1	4	6	9	10
39911	9	6	7	8	2	5	5	4	8	8	3	9	3	2	1	1	2	6	9	4
39912	10	1	10	2	2	4	3	1	10	8	6	8	3	4	8	5	9	7	5	7
39913	2	1	9	8	4	1	4	8	3	10	6	8	4	7	7	3	10	6	10	10
39914	9	10	2	6	5	6	2	8	8	4	2	1	3	4	9	4	3	1	1	10
39915	9	9	6	2	2	10	9	4	10	9	6	7	7	3	4	4	2	3	6	10
39916	8	9	9	7	8	3	8	6	7	6	10	5	2	7	4	4	3	9	5	2
39917	2	7	3	7	7	9	10	5	3	9	9	7	10	8	7	8	3	7	3	2
39918	3	9	10	8	6	6	5	2	9	6	3	3	8	3	6	8	5	2	5	5
39919	4	3	4	6	3	2	6	3	4	10	3	10	4	1	7	6	3	8	10	10
39920	8	5	5	7	10	1	9	10	6	10	4	10	1	5	8	4	2	9	7	2
39921	7	9	9	10	6	4	6	10	9	9	9	7	7	4	10	9	2	1	7	5
39922	6	10	9	6	2	6	5	6	3	7	2	6	2	10	6	6	3	2	3	2
39923	2	9	4	2	8	1	3	6	7	8	6	3	3	6	4	8	7	6	1	6
39924	4	9	4	6	9	8	3	6	2	8	3	8	7	7	9	3	2	8	5	5
39925	6	4	7	9	6	8	7	8	6	10	9	10	3	4	1	9	4	3	6	1
39926	6	2	7	3	6	9	5	2	4	2	6	1	6	4	5	10	2	9	6	4
39927	9	5	4	1	8	5	10	3	10	3	7	4	6	4	2	2	3	10	7	5
39928	4	5	2	4	1	5	10	8	9	4	9	3	10	1	1	9	5	5	9	6
39929	3	1	5	10	6	9	5	8	9	1	2	1	7	8	4	9	2	9	2	1
39930	6	5	10	9	6	5	6	6	10	1	8	7	4	4	2	5	4	4	7	3
39931	7	4	6	8	1	7	7	2	1	9	1	7	4	5	5	1	5	1	9	5
39933	5	3	4	1	6	4	2	10	5	6	1	5	10	3	6	9	8	2	3	10
39987	8	3	2	2	10	9	3	7	9	5	1	9	10	8	8	10	4	7	7	3
39988	9	1	8	1	5	2	9	5	7	6	7	4	5	6	3	10	4	1	9	6
39989	7	2	4	1	5	5	10	8	4	2	7	9	3	8	5	10	6	5	1	10
39990	10	2	2	7	9	2	5	7	2	1	8	1	4	1	7	2	5	10	9	7
39991	5	3	3	7	9	9	8	7	7	2	2	2	9	4	7	9	1	6	6	6
39992	7	10	10	3	3	6	3	8	4	2	6	2	4	10	3	6	3	8	7	1
39993	9	8	10	1	4	4	6	1	1	7	4	8	4	7	8	7	2	3	5	7
39994	1	6	3	8	3	7	1	6	10	5	2	5	4	9	6	6	10	9	4	8
39995	2	7	5	3	8	5	5	4	4	6	5	5	3	6	6	2	3	2	10	5
39996	2	3	1	9	8	10	9	10	10	6	3	6	1	8	2	3	4	10	7	3
39997	9	7	2	6	9	8	6	10	3	2	4	10	3	4	6	8	6	5	3	2
39998	8	6	2	5	5	6	3	2	7	2	1	4	5	1	9	7	2	3	9	1
39999	5	9	3	4	6	4	7	4	10	8	6	6	2	7	5	1	10	4	9	7
40000	7	3	9	5	6	5	5	8	10	3	6	3	2	7	6	8	10	6	10	1
40001	5	1	10	7	8	3	1	2	5	10	6	6	7	9	1	7	3	8	10	5
40002	9	8	10	7	8	8	4	9	6	5	9	4	8	10	4	6	4	4	3	9
40003	9	7	3	3	1	10	7	9	6	5	7	8	3	3	3	2	6	9	1	1
40004	10	8	1	2	6	7	10	6	10	10	1	8	8	7	9	5	10	9	1	4
40005	7	10	5	5	2	2	2	5	7	7	9	5	3	10	2	1	8	1	6	6
40006	9	4	5	3	7	1	7	1	4	8	10	5	6	10	2	4	3	10	2	10
40007	3	5	1	3	1	8	10	1	3	6	3	10	2	9	3	10	8	2	7	4
40008	2	10	8	3	7	7	10	8	9	1	9	5	9	10	10	3	3	9	6	6
40009	6	1	3	10	10	7	1	3	3	9	10	7	3	2	5	3	9	5	7	4
40010	1	9	8	3	6	6	1	3	7	8	9	3	3	10	2	6	9	4	7	10
40011	3	8	8	2	7	7	9	2	5	2	8	8	1	10	8	9	6	10	4	10
40012	3	10	5	10	4	1	2	2	7	1	3	6	2	5	7	3	4	1	2	6
40014	2	5	3	1	4	2	4	10	4	10	4	2	8	6	4	4	7	8	5	1
40015	9	3	5	7	3	10	7	9	9	10	3	7	7	9	10	3	5	7	1	10
40068	10	9	3	4	5	3	5	10	4	3	9	2	4	10	10	3	7	5	9	3
40069	7	6	8	1	9	3	4	7	3	5	3	2	4	6	5	8	4	9	5	9
40070	2	7	3	5	5	1	7	8	5	5	3	6	2	9	5	7	2	7	1	8
40071	6	9	9	1	10	5	8	4	6	6	8	4	7	6	6	4	2	9	3	10
40072	1	6	9	7	8	10	4	5	10	9	5	2	2	10	2	10	5	6	4	7
40073	3	8	7	7	6	8	2	9	10	9	7	6	5	5	7	3	10	6	5	9
40074	7	1	7	8	4	10	4	10	1	3	4	1	7	3	7	4	4	7	8	9
40075	9	4	6	8	9	9	5	7	6	5	4	1	9	6	9	5	8	4	7	9
40076	6	2	6	3	3	9	10	10	7	3	3	2	9	8	2	3	5	6	7	4
40077	3	8	4	7	7	6	8	5	1	7	10	3	10	2	4	2	9	8	4	3
40078	7	4	7	10	6	7	5	8	10	10	9	5	3	2	7	5	9	9	9	10
40079	8	4	2	7	4	1	6	9	5	3	8	2	9	3	6	2	8	5	8	6
40080	3	10	5	1	1	10	9	1	8	10	3	1	8	10	5	5	9	1	7	10
40081	1	10	7	8	5	10	7	2	9	8	7	1	5	4	3	3	9	7	9	1
40082	2	4	1	3	1	7	9	2	10	10	8	8	4	5	8	9	10	3	3	4
40083	2	4	4	1	6	1	9	9	7	2	9	8	6	3	10	10	9	2	4	5
40084	8	2	8	4	10	1	3	8	7	3	3	2	2	6	7	8	5	8	4	10
40085	4	4	6	2	5	2	10	3	2	9	4	6	8	1	10	9	4	8	6	1
40086	9	7	10	2	8	9	10	9	9	6	4	8	1	9	2	2	8	10	8	2
40087	4	5	9	4	9	9	6	2	3	4	5	1	2	4	9	2	9	8	5	2
40088	9	4	2	5	9	9	7	3	8	6	3	10	4	4	2	4	4	1	6	1
40089	4	1	9	10	4	1	8	3	7	7	5	7	6	1	2	7	10	4	3	10
40090	7	3	3	9	1	1	3	10	4	9	7	7	5	6	5	4	10	4	4	5
40091	8	6	8	7	1	7	4	10	4	5	5	10	2	2	5	3	3	3	7	9
40092	2	5	9	6	2	10	2	3	3	4	2	3	8	1	6	7	1	7	7	4
40093	6	4	8	9	7	10	7	7	5	6	3	6	9	3	4	4	10	10	8	2
40095	2	3	2	7	4	5	9	5	5	9	6	9	5	1	6	1	1	8	8	10
40096	3	5	8	7	1	2	1	1	10	10	9	10	2	6	6	4	2	6	1	2
40150	8	7	10	6	3	1	3	4	5	8	3	5	9	6	7	4	6	7	3	3
40151	10	5	10	1	3	3	2	6	2	1	6	3	9	3	9	1	1	10	7	7
40152	2	6	1	10	9	5	2	8	3	6	6	5	1	2	3	6	4	5	9	5
40153	10	8	10	1	4	10	9	4	10	5	8	6	4	2	6	2	3	10	2	4
40154	1	8	10	8	1	1	10	10	4	7	5	9	3	6	2	7	9	3	6	4
40155	3	8	5	1	7	5	10	2	7	6	6	3	2	3	6	8	2	3	1	1
40156	8	1	9	1	2	6	9	3	10	10	8	9	7	2	3	10	7	6	5	1
40157	1	4	6	7	3	10	7	10	1	3	3	3	1	6	10	6	3	7	6	7
40158	2	6	3	7	5	7	9	2	9	10	2	5	10	5	7	1	4	1	6	8
40159	3	7	7	3	10	10	2	2	10	7	5	1	10	5	8	9	1	2	9	9
40160	7	10	9	4	1	8	2	4	5	9	1	6	4	2	6	5	3	4	1	9
40161	10	6	10	2	1	9	10	3	6	8	5	2	10	10	5	5	10	7	4	7
40162	2	1	7	8	5	10	2	9	6	10	2	4	3	10	10	2	4	5	1	7
40163	10	9	4	6	4	5	2	7	4	1	6	3	3	6	7	9	1	2	4	3
40164	9	7	1	5	4	6	4	7	9	8	8	7	10	6	7	2	3	3	9	6
40165	1	5	7	2	7	7	1	4	1	1	1	3	6	9	3	5	7	2	5	2
40166	4	9	7	5	7	4	9	4	10	10	8	8	8	4	7	5	5	1	6	2
40167	3	6	5	5	3	2	8	1	5	7	3	7	7	3	10	1	10	8	3	4
40168	10	1	10	10	10	2	7	9	9	7	1	3	1	1	8	7	3	7	3	6
40169	1	2	4	2	5	5	1	5	4	1	1	8	4	8	3	8	7	6	9	10
40170	7	5	7	5	4	1	7	8	5	5	1	10	1	8	7	6	6	2	7	2
40171	10	10	9	9	9	2	4	5	7	5	6	9	4	6	6	2	7	9	4	2
40172	8	5	3	1	7	4	10	5	10	7	9	9	5	8	3	6	5	8	9	2
40173	5	10	1	8	3	8	8	1	4	4	3	10	6	4	6	1	9	1	2	8
40174	8	5	4	2	2	8	5	6	4	7	5	4	5	7	9	8	10	7	3	4
40230	2	4	1	10	2	4	2	2	1	1	1	1	6	9	4	8	7	6	2	10
40231	7	6	6	10	10	9	9	9	7	2	2	7	10	2	7	4	10	9	7	5
40232	8	4	7	2	6	6	5	1	1	4	5	6	9	5	8	9	8	10	1	4
40233	5	10	8	2	1	2	5	8	9	2	9	1	1	7	2	6	8	4	10	10
40234	3	6	1	10	9	8	6	5	10	2	8	7	8	7	8	3	2	5	4	1
40235	5	6	6	9	10	6	9	10	6	2	2	1	3	9	10	8	3	6	8	4
40236	1	6	9	8	6	4	6	8	2	4	3	3	6	4	3	9	10	5	8	9
40237	5	3	1	9	9	5	7	10	3	1	7	6	7	4	5	9	1	2	7	9
40238	3	3	9	2	1	7	10	6	6	7	3	10	2	4	8	5	10	8	9	8
40239	5	4	3	8	5	5	6	6	9	8	9	5	8	10	6	8	8	7	10	3
40240	9	9	5	1	9	4	10	4	4	8	4	6	1	9	10	7	10	3	1	4
40241	10	6	1	7	10	5	1	1	4	4	1	2	7	9	10	8	2	1	7	8
40242	1	4	6	6	9	6	6	3	4	4	2	10	2	5	2	10	9	5	9	7
40243	3	9	6	5	10	6	9	8	7	8	8	1	9	3	1	1	8	9	10	9
40244	3	6	6	3	5	8	10	1	2	3	10	5	3	8	5	6	2	1	9	8
40245	2	10	7	5	6	10	8	8	3	5	8	1	1	2	9	5	2	6	2	3
40246	2	4	4	2	10	7	8	7	7	4	8	7	2	3	2	1	9	9	5	6
40247	8	3	1	4	8	3	5	2	3	6	7	10	8	10	1	9	6	6	7	1
40248	7	10	9	5	4	6	5	8	1	5	4	10	10	2	4	4	9	8	1	6
40249	8	7	7	2	9	3	4	6	1	7	8	8	5	2	10	4	4	5	5	6
40250	4	1	2	9	9	3	6	6	1	3	2	7	9	7	3	6	8	1	9	3
40251	10	2	8	4	9	1	6	10	1	10	3	5	2	2	2	5	9	9	5	5
40252	6	2	4	9	7	5	2	1	3	1	2	10	9	6	7	3	5	6	2	10
40253	5	9	8	3	9	4	7	8	2	9	2	8	1	5	8	7	7	2	1	6
40254	2	10	9	5	7	5	5	4	5	7	6	5	1	9	9	8	5	2	3	10
40255	7	5	1	9	6	6	1	6	4	6	10	8	5	1	6	1	9	7	10	4
40258	1	3	4	3	9	8	3	10	4	2	4	3	8	4	9	3	3	2	1	7
40312	1	1	1	1	10	8	10	3	5	9	5	9	3	9	10	8	6	9	7	4
40313	5	1	7	6	8	4	5	3	8	10	6	6	6	2	1	4	5	1	7	4
40314	3	9	5	8	2	5	9	5	1	9	3	2	3	10	5	9	1	2	1	2
40315	5	1	7	5	2	7	3	6	6	2	1	10	9	2	5	9	2	7	6	9
40316	4	5	6	10	9	2	9	1	7	10	2	1	8	5	7	7	9	4	3	8
40317	10	5	10	1	4	2	10	10	3	6	2	5	10	5	10	8	7	10	7	6
40318	3	9	4	8	6	8	10	4	2	6	5	9	5	4	3	6	4	2	9	5
40319	9	4	3	5	5	3	1	8	9	7	10	8	5	2	9	3	2	2	9	8
40320	10	1	8	5	2	2	1	1	6	6	9	9	9	9	5	1	6	6	9	9
40321	5	9	1	8	1	6	3	3	3	1	2	1	5	1	9	5	2	10	1	2
40322	3	6	2	5	7	1	7	3	2	5	5	8	2	9	1	6	5	2	3	7
40323	6	4	10	9	2	9	1	8	3	7	10	2	5	1	2	2	8	3	5	3
40324	10	7	7	2	3	9	2	9	1	10	5	2	9	9	7	3	5	2	8	7
40325	9	1	9	2	8	7	9	2	5	5	7	5	6	5	5	5	4	5	2	3
40326	3	7	2	2	2	1	5	10	10	5	4	4	1	2	7	6	1	9	2	8
40327	2	2	6	10	9	3	2	4	3	9	8	2	1	6	9	10	3	5	8	9
40328	8	10	7	6	10	9	8	1	9	2	3	3	7	1	9	3	5	7	9	4
40329	4	7	5	6	3	10	3	9	6	5	8	5	8	10	2	9	6	2	5	1
40330	10	8	7	10	2	1	8	1	6	5	3	6	8	7	4	3	7	9	10	9
40331	9	3	3	4	3	7	10	10	5	1	3	10	2	7	4	10	7	1	9	9
40332	9	8	8	3	2	10	9	9	1	1	3	8	3	6	7	5	6	10	6	7
40333	1	9	3	10	3	6	3	9	8	7	6	10	1	2	8	7	10	3	9	3
40334	5	10	9	7	7	2	2	8	7	7	5	3	8	7	9	9	10	7	5	8
40335	3	7	8	1	1	6	2	3	7	3	5	2	8	1	5	9	8	10	1	4
40336	4	1	3	9	6	8	3	1	5	7	3	10	2	2	4	3	2	4	8	2
40337	9	9	4	3	9	9	3	6	3	9	9	5	3	5	1	3	8	1	9	1
40339	10	6	2	3	2	3	7	6	6	4	10	8	3	3	5	4	8	7	5	8
40394	8	2	5	2	3	4	3	4	5	10	7	9	4	10	7	8	9	7	9	8
40395	10	3	5	1	2	6	10	7	10	5	4	7	3	9	3	8	7	7	9	8
40396	3	4	5	8	3	9	1	2	2	5	2	10	10	2	6	5	6	5	3	8
40397	8	1	9	5	4	3	5	1	8	1	5	10	4	8	9	4	9	7	3	9
40398	6	1	6	9	1	5	6	1	8	8	4	2	10	6	8	2	9	2	4	6
40399	8	3	10	2	4	4	4	10	10	1	3	7	8	3	10	8	8	6	4	2
40400	4	2	9	9	9	7	6	7	10	10	5	7	3	8	2	2	9	8	6	8
40401	9	10	2	10	5	3	9	4	4	2	5	3	2	6	4	10	4	1	7	6
40402	1	8	5	2	4	9	4	8	5	4	8	3	9	7	7	3	5	1	6	6
40403	5	4	7	4	10	8	9	6	6	8	6	7	3	4	4	2	1	1	1	9
40404	7	7	7	10	9	10	2	9	7	8	6	3	9	1	9	1	4	3	8	9
40405	8	1	4	6	2	8	1	1	10	5	6	9	5	2	8	4	2	1	10	5
40406	2	6	7	5	8	2	9	9	1	4	9	2	3	9	10	4	6	10	10	7
40407	4	9	5	2	4	1	9	6	9	3	10	1	8	3	9	5	7	5	7	5
40408	10	6	1	1	8	2	3	10	10	6	8	8	2	2	8	3	7	4	7	10
40409	7	10	6	9	3	5	8	9	6	2	3	8	2	4	5	5	9	6	3	5
40410	8	9	8	10	4	5	8	8	9	8	1	6	9	6	3	10	10	9	2	7
40411	2	6	10	6	2	3	6	3	5	5	7	6	9	10	4	10	1	7	10	9
40412	3	3	9	10	6	8	9	9	6	3	1	10	5	4	1	1	7	7	3	5
40413	5	7	4	8	2	2	1	3	1	5	3	6	6	1	10	9	4	5	5	4
40414	9	9	1	10	10	2	3	8	4	2	5	5	6	3	2	6	2	10	8	6
40415	6	5	8	9	4	5	1	1	4	5	7	9	6	5	3	9	4	10	4	2
40416	3	2	6	5	10	5	3	1	7	4	6	10	8	2	2	4	8	3	5	6
40417	2	10	5	2	1	5	2	2	1	4	6	2	6	5	2	9	8	4	7	9
40418	10	7	3	6	10	8	10	5	8	3	4	10	5	4	8	5	2	7	6	8
40419	10	6	7	5	8	6	1	1	4	2	8	6	3	9	7	8	9	5	5	3
40475	2	6	6	4	7	3	3	8	4	9	3	4	6	10	8	3	1	10	10	8
40476	1	5	1	5	8	5	5	5	5	3	8	10	4	4	4	1	2	8	1	8
40477	10	5	3	10	3	8	9	10	5	7	1	8	7	2	6	3	5	8	4	9
40480	2	10	3	5	7	9	7	6	5	4	8	3	1	1	10	2	6	9	3	6
40481	6	5	4	8	4	9	5	4	4	9	3	4	5	3	9	5	10	8	6	4
40482	10	10	2	2	5	10	2	2	7	6	1	6	5	4	8	1	7	2	3	4
40483	2	10	6	4	3	1	10	4	4	8	8	5	5	8	8	4	1	1	2	5
40484	4	2	1	4	6	7	8	4	1	4	4	5	1	9	7	6	6	10	3	6
40485	9	5	7	6	1	1	1	6	10	4	2	8	2	7	10	1	6	3	10	5
40486	6	7	4	2	5	5	4	6	3	9	2	7	6	7	1	4	6	3	8	10
40487	2	6	3	1	5	1	4	4	7	7	9	5	9	8	1	6	5	9	5	4
40488	8	8	9	10	5	4	6	10	6	5	4	3	8	6	5	2	1	5	1	5
40489	8	6	10	8	2	4	8	2	7	5	10	9	6	4	3	8	2	1	4	9
40490	1	2	1	8	9	7	8	9	2	3	1	5	4	4	5	4	1	9	4	9
40491	6	2	10	3	7	3	5	2	3	1	4	9	2	9	4	6	5	1	1	9
40492	3	7	8	5	10	6	5	5	2	9	9	5	9	8	2	3	4	4	8	1
40493	3	8	9	9	9	5	4	9	10	6	5	5	8	8	10	4	9	2	7	4
40494	1	7	5	3	5	2	3	7	4	8	3	2	4	3	10	2	2	7	4	5
40495	6	7	1	1	2	10	5	5	1	10	6	8	6	8	7	5	5	10	10	10
40496	8	7	6	5	2	9	10	9	2	2	5	8	3	6	1	2	7	2	7	10
40497	6	3	9	8	7	3	4	2	7	1	3	10	5	7	5	6	2	7	10	8
40498	7	3	9	7	6	7	5	1	9	5	10	3	2	10	9	1	7	2	7	4
40499	3	10	7	6	4	6	9	7	7	2	7	2	2	3	10	1	3	6	10	10
40558	9	6	3	9	6	7	3	6	4	5	6	3	2	3	2	7	10	9	8	2
40562	3	7	7	6	6	7	9	2	1	10	3	7	9	9	4	5	10	9	2	9
40563	5	6	7	8	1	3	1	9	7	2	1	6	4	10	1	4	4	6	2	1
40564	6	6	2	1	1	9	10	1	2	6	8	5	8	1	6	6	3	8	6	5
40565	3	3	10	8	5	8	7	2	6	9	3	6	7	10	4	2	4	7	9	3
40566	8	4	5	9	6	9	10	8	3	2	3	5	6	5	2	1	1	1	2	1
40567	3	2	5	5	10	5	3	4	3	8	2	5	9	9	10	1	1	1	10	1
40568	10	9	10	10	3	3	1	8	8	1	9	1	6	2	2	1	9	2	8	2
40569	7	7	8	8	1	2	9	4	3	5	2	2	3	4	1	3	9	10	6	6
40570	8	4	1	6	8	4	3	7	3	6	8	10	10	8	5	7	6	9	1	1
40571	6	1	3	3	8	6	8	8	1	1	6	8	2	3	6	2	6	6	1	5
40572	3	9	5	1	3	8	6	4	10	2	6	5	4	4	5	2	10	4	8	1
40573	9	9	1	10	5	1	8	3	5	9	10	2	5	6	4	6	4	5	10	7
40574	4	9	10	6	10	8	5	8	2	1	1	4	9	3	4	1	7	4	8	6
40575	8	1	2	1	9	2	10	4	10	7	5	1	6	8	7	6	1	8	9	1
40576	10	6	4	3	3	2	4	10	7	10	6	10	8	10	2	3	10	1	2	4
40577	7	3	4	2	9	4	8	2	3	5	1	2	7	9	3	9	2	3	6	9
40578	1	9	7	8	5	1	9	4	1	7	9	10	1	5	2	6	8	1	4	1
40579	5	9	1	7	5	9	4	2	8	10	6	2	2	4	6	9	8	6	2	8
40580	9	2	6	2	10	2	1	5	2	6	2	2	6	10	10	8	4	7	9	3
40581	3	8	2	8	5	7	10	2	10	3	4	5	1	7	8	3	9	1	3	8
40644	2	4	3	9	5	6	3	10	4	4	7	3	7	2	9	1	5	4	9	5
40645	3	9	8	7	5	3	6	5	7	2	3	6	2	1	5	2	2	2	7	5
40647	8	6	4	10	7	4	4	6	8	9	5	3	9	8	8	7	6	10	1	4
40648	5	5	2	4	4	9	2	9	5	2	8	4	7	1	10	2	3	9	3	9
40649	1	2	8	2	4	5	10	6	5	9	2	7	1	4	7	10	2	1	8	5
40650	4	10	1	8	10	8	10	2	7	8	10	6	2	3	1	1	9	4	5	5
40651	1	3	4	6	5	10	10	6	4	10	6	6	5	3	4	9	10	5	3	10
40652	5	4	10	5	3	6	6	3	8	9	8	8	6	7	8	10	1	10	1	8
40653	8	7	4	9	2	3	2	4	8	9	6	4	8	9	6	5	10	10	2	3
40654	2	1	10	2	3	2	6	3	10	2	1	4	4	10	7	3	4	6	3	4
40655	6	4	9	7	1	3	4	1	4	6	8	2	5	5	1	5	7	7	3	5
40656	3	2	7	4	9	5	8	5	7	2	4	7	9	9	4	5	2	10	2	9
40657	4	10	7	3	6	1	6	8	4	6	5	2	5	6	10	8	5	5	4	9
40658	1	1	9	7	6	2	2	7	7	1	7	6	10	3	6	9	8	5	9	6
40659	10	9	3	1	10	9	10	1	3	4	7	8	9	5	10	7	9	5	6	9
40660	5	2	7	4	5	10	8	6	10	8	3	6	8	3	2	2	8	10	9	3
40661	2	10	8	4	6	5	1	6	6	8	9	5	2	2	5	3	8	2	5	8
40662	5	4	5	8	4	8	6	2	4	8	10	3	8	8	1	9	8	4	6	4
40725	7	9	5	9	5	3	10	6	7	4	1	7	8	4	4	4	5	2	7	5
40728	4	5	5	9	4	1	4	2	7	5	2	7	5	10	4	8	6	9	10	8
40729	9	10	6	2	4	10	10	7	6	3	1	7	7	6	1	7	3	4	1	10
40730	8	2	10	4	8	4	3	2	8	6	6	9	10	2	7	1	8	1	6	8
40731	9	7	1	8	6	10	1	5	2	4	1	5	1	10	8	7	8	2	8	7
40732	2	10	4	2	9	8	1	7	1	3	9	4	5	10	7	9	2	1	3	5
40733	4	2	8	1	7	9	7	10	5	4	2	10	1	5	6	6	3	5	4	8
40734	8	8	3	8	1	7	7	7	4	1	2	2	3	4	7	9	8	4	10	3
40735	1	3	9	7	6	1	10	8	8	7	2	2	1	7	5	4	3	1	5	7
40736	4	9	4	7	4	5	6	3	4	7	3	8	6	10	10	4	5	8	2	1
40737	1	5	5	4	8	3	4	7	4	10	8	8	4	2	4	5	1	3	8	6
40738	6	5	7	2	5	7	1	6	1	10	4	4	3	5	7	5	1	9	5	2
40739	3	3	9	7	5	3	4	6	5	2	9	9	8	9	1	4	7	4	8	10
40740	1	7	8	7	7	1	1	8	1	2	6	7	2	7	1	1	9	2	1	6
40741	9	2	9	3	9	8	3	9	2	7	7	6	2	6	1	10	1	7	10	9
40742	2	4	3	3	6	9	8	9	4	8	3	2	4	4	1	6	6	4	4	4
40810	2	9	3	1	9	9	9	2	3	9	7	10	6	7	5	3	8	2	10	7
40811	3	4	9	5	1	3	5	6	4	5	10	4	5	8	2	6	7	10	8	6
40812	7	3	2	8	9	8	3	6	9	7	3	1	3	8	3	2	2	8	3	6
40813	2	10	10	4	4	7	9	3	3	7	7	5	8	5	6	10	6	7	9	8
40814	5	1	1	2	10	10	5	9	7	8	10	9	5	5	4	5	2	5	10	10
40815	6	4	10	2	7	8	9	6	7	3	4	6	10	8	8	5	4	6	7	10
40816	7	1	8	5	3	3	4	1	7	5	6	8	10	8	5	1	2	4	3	8
40817	4	7	3	7	9	3	3	5	8	4	4	1	9	7	9	9	8	7	5	8
40818	7	8	4	8	3	10	8	4	10	2	1	6	3	3	2	8	2	4	9	6
40819	9	10	1	9	5	5	7	4	10	3	8	10	2	5	7	7	3	6	8	3
40820	3	6	6	10	6	8	7	4	8	2	8	5	6	7	1	1	5	10	9	9
40821	1	3	6	10	9	3	5	8	7	1	2	8	2	3	10	4	3	1	4	1
40822	3	6	8	7	2	3	3	9	3	5	9	5	6	1	4	1	10	6	3	3
40823	7	9	9	2	7	4	1	10	4	7	9	2	3	6	3	3	10	9	9	5
40824	8	4	7	8	5	8	2	1	9	9	2	3	1	6	6	5	4	2	8	4
40891	9	9	1	4	4	7	2	9	6	10	3	8	3	3	4	10	3	6	7	4
40892	1	5	9	7	9	1	2	9	5	9	5	5	1	9	4	10	10	5	6	5
40893	1	4	2	8	9	6	10	5	8	7	2	9	8	2	8	2	6	1	1	4
40895	8	10	5	10	1	4	9	5	6	9	8	2	8	5	9	2	9	8	2	8
40896	7	5	9	1	2	7	4	3	1	10	3	5	2	7	2	9	4	1	9	7
40897	3	6	4	6	6	5	6	6	10	10	2	5	2	1	3	9	3	3	1	3
40898	7	6	6	7	1	3	9	7	2	2	10	6	6	8	5	5	8	2	5	9
