HID	I001	I002	I003	I004	I005	I006	I007	I008	I009	I010	I991	I992	I993	I994	I995	I996	I997	I998	I999	I1000
2032	8	10	9	5	5	7	1	7	2	10	4	7	2	7	8	5	6	5	2	9
2034	3	1	9	2	4	3	10	2	8	4	1	2	9	4	10	3	7	6	9	8
2035	3	1	10	1	4	4	5	3	2	2	6	7	9	1	9	2	9	1	8	3
2036	10	9	6	5	4	9	5	10	10	9	8	5	1	3	6	5	8	2	6	9
2037	10	4	6	9	3	10	5	2	2	1	8	7	3	6	3	8	10	6	9	9
2038	4	8	1	6	5	6	8	2	10	7	4	5	4	4	8	8	2	8	2	3
2039	2	6	8	10	7	6	6	4	10	4	6	8	2	4	8	4	8	7	8	1
2040	7	8	8	10	7	9	9	9	6	7	8	6	3	1	7	4	5	5	4	1
2041	10	6	8	9	8	8	1	2	4	7	2	5	9	8	4	7	3	1	3	9
2042	1	7	8	10	8	6	8	2	3	9	5	7	7	1	2	7	5	6	1	10
2043	10	1	3	6	9	9	2	10	9	5	4	2	7	9	1	4	5	3	7	4
2044	5	10	5	4	9	8	5	5	7	5	6	4	4	10	9	10	3	10	2	10
2045	1	8	7	7	1	1	2	7	5	8	2	4	4	10	4	3	7	9	4	7
2046	10	7	9	10	5	10	7	10	7	9	5	7	5	9	4	5	8	4	10	1
2047	1	7	2	5	7	4	7	8	4	8	3	1	1	1	9	3	5	4	5	4
2113	7	3	5	4	10	1	10	10	6	2	1	1	4	2	5	5	10	7	9	8
2114	7	10	2	4	10	3	2	2	2	8	9	8	7	2	2	10	1	1	6	1
2115	3	3	6	3	1	4	2	9	1	9	3	3	3	4	5	7	6	7	9	9
2116	1	8	10	2	1	1	7	4	4	2	7	5	9	3	5	1	9	2	3	1
2117	5	2	2	8	6	6	2	4	1	9	8	5	2	4	3	4	4	4	4	10
2118	4	10	9	1	8	1	9	1	8	1	3	9	8	9	4	4	2	8	5	5
2119	9	10	7	9	1	7	6	3	8	6	7	7	6	5	4	5	2	6	9	1
2120	2	2	3	9	10	3	6	4	9	4	4	10	1	5	4	8	4	7	7	8
2121	1	3	6	5	1	2	8	9	3	2	8	2	6	10	1	9	10	4	2	4
2122	7	1	7	10	8	8	7	2	7	8	8	5	8	8	3	7	10	8	3	5
2123	5	1	1	10	5	1	2	5	1	7	10	8	6	8	7	8	5	8	8	9
2124	7	2	2	4	2	6	2	3	5	7	2	7	7	2	4	5	2	3	6	7
2125	9	10	10	10	5	1	10	5	3	7	5	8	5	1	8	7	8	4	3	1
2126	6	1	10	7	6	7	1	9	10	7	5	7	10	7	5	1	8	3	6	7
2127	9	7	1	1	8	5	8	6	3	5	8	10	2	10	7	9	10	4	7	4
2128	8	10	1	1	10	4	2	7	10	10	4	9	3	6	4	6	8	3	3	9
2129	10	5	7	3	8	4	10	10	4	4	9	7	7	1	10	5	1	5	7	5
2195	1	6	4	10	5	10	10	8	1	10	8	2	5	10	7	4	9	1	1	5
2196	5	10	5	2	3	1	10	2	1	1	4	4	4	4	1	1	5	6	5	2
2197	9	6	3	2	1	3	3	6	7	1	10	5	4	10	3	1	4	3	5	8
2198	9	7	9	4	7	6	2	7	3	9	2	9	6	3	3	7	7	1	9	9
2199	9	8	2	7	3	1	4	9	9	4	6	5	9	7	8	8	5	9	3	1
2200	4	3	9	5	7	3	9	8	10	6	10	7	4	8	4	7	9	1	4	3
2201	10	8	2	3	1	5	2	8	3	3	10	9	2	8	10	6	5	1	6	4
2202	6	2	7	10	9	7	10	3	4	2	1	6	10	10	1	4	5	3	9	4
2203	8	7	8	8	6	1	8	5	2	4	7	9	4	1	7	5	5	3	7	10
2204	5	1	7	7	4	1	6	6	3	3	9	1	7	9	4	6	5	1	6	7
2205	7	3	8	5	8	7	5	9	10	4	5	3	5	4	8	6	1	4	1	9
2206	5	3	4	1	6	4	7	4	9	10	1	6	8	1	4	2	4	3	3	2
2207	6	8	2	7	8	5	4	8	1	6	3	10	3	3	10	2	10	10	10	8
2208	1	1	3	4	8	10	4	8	3	9	6	8	4	9	9	10	5	1	6	4
2209	6	3	1	2	2	9	10	7	2	9	1	6	10	7	6	4	5	9	1	2
2210	5	8	9	4	1	4	6	9	4	10	7	5	5	2	3	1	6	1	10	2
2276	7	7	9	4	3	6	7	2	2	9	1	9	4	1	9	10	8	5	3	1
2277	7	10	8	3	4	10	2	1	1	1	7	7	1	10	10	2	8	9	7	3
2278	6	7	7	6	6	1	1	5	2	7	5	8	1	2	4	4	5	8	7	4
2279	9	4	6	10	6	5	7	7	4	7	1	2	8	2	1	1	9	3	8	8
2280	9	9	6	1	2	4	6	3	2	3	6	3	5	2	9	9	3	5	8	9
2281	9	4	9	6	7	5	4	9	7	10	10	6	1	6	4	2	4	8	6	5
2282	7	10	8	1	2	2	6	1	9	6	1	4	10	6	8	6	6	4	8	7
2283	7	9	8	9	6	3	8	1	8	5	5	2	9	3	8	2	9	4	10	3
2284	10	4	2	3	9	9	7	10	9	10	3	8	7	6	3	2	4	1	8	2
2285	7	1	10	7	3	3	10	4	5	8	4	1	1	6	8	2	1	1	10	2
2286	1	4	4	5	6	3	5	5	7	8	7	2	9	6	8	4	2	10	2	5
2287	8	6	10	4	8	4	6	10	9	9	3	10	3	8	2	6	1	3	2	8
2288	8	4	2	6	2	1	3	6	5	3	5	8	7	4	5	8	10	8	5	3
2289	4	3	3	7	6	3	8	8	4	9	5	4	8	6	10	2	5	9	7	9
2290	2	3	3	7	6	4	7	2	2	1	5	4	9	9	1	9	1	8	6	10
2291	10	1	9	3	5	8	9	2	2	9	6	2	4	7	8	10	6	1	10	9
2358	3	9	2	4	4	8	1	3	6	6	9	1	2	9	1	7	1	3	6	5
2359	1	7	3	4	5	8	1	10	3	3	5	4	2	1	8	10	9	5	2	10
2361	7	6	2	3	2	10	10	2	4	10	9	4	3	9	1	7	4	9	4	7
2362	8	10	9	10	10	10	7	6	8	8	6	4	7	6	1	3	9	2	9	10
2363	8	7	4	1	4	4	8	9	5	7	10	10	4	10	7	1	3	1	5	2
2364	4	8	9	1	10	3	8	1	5	3	9	1	10	5	1	2	2	8	1	8
2365	8	4	10	7	10	7	5	4	2	10	6	9	10	3	2	9	9	8	3	1
2366	2	9	2	2	10	9	10	10	10	2	6	7	4	6	1	4	10	9	8	10
2367	9	2	2	5	10	9	5	4	1	1	9	4	5	9	5	3	3	9	6	3
2368	7	2	1	8	9	8	1	5	1	5	4	3	5	8	10	7	4	1	1	3
2369	6	8	5	2	1	5	9	4	10	2	2	10	4	8	1	9	7	6	4	6
2370	6	3	6	10	2	7	7	10	3	9	2	1	9	2	6	1	9	9	4	9
2371	1	9	6	9	10	7	9	3	3	2	6	3	8	9	2	7	8	2	1	5
2372	2	6	8	9	9	1	3	7	2	2	3	2	1	7	4	4	2	4	4	9
2440	8	5	3	10	3	1	10	4	6	1	8	1	8	8	9	5	10	5	9	2
2441	1	8	1	5	3	1	8	9	8	7	6	10	10	6	8	8	10	5	4	6
2442	9	8	4	8	4	5	1	8	6	4	10	7	1	10	8	6	6	9	8	7
2443	3	5	9	7	1	8	4	9	4	3	7	1	9	4	9	7	1	10	10	9
2444	2	4	9	9	8	9	3	9	4	10	8	8	4	10	10	5	3	10	4	1
2445	5	6	5	3	2	2	2	4	1	5	8	5	8	6	2	6	3	4	2	6
2446	3	9	10	1	2	8	8	1	1	2	1	7	5	8	9	7	5	8	9	1
2447	10	10	10	6	9	2	9	5	8	8	6	10	10	5	8	3	9	9	3	6
2448	4	9	5	5	1	9	8	3	2	10	8	2	4	6	7	1	9	5	4	4
2449	5	9	10	8	8	9	6	9	8	6	9	2	7	1	3	9	2	6	8	6
2450	2	4	3	8	9	9	3	1	7	1	1	10	5	6	2	5	5	4	1	7
2451	9	6	8	10	8	7	2	6	4	7	10	10	4	2	10	5	6	5	1	9
2452	2	6	10	6	9	2	9	8	1	6	5	1	3	6	8	7	2	5	10	9
2453	2	1	1	4	7	2	10	5	7	3	3	6	2	10	10	8	8	6	3	6
2454	1	6	1	4	6	5	10	10	4	2	2	7	7	2	6	10	10	5	3	3
2521	2	10	8	2	4	4	9	1	1	9	4	5	4	2	7	1	4	2	3	1
2522	6	9	8	2	10	2	4	5	2	3	9	10	3	7	2	2	3	6	9	1
2523	10	10	4	8	2	8	7	5	1	3	1	1	6	1	4	3	2	3	2	8
2524	3	7	9	10	9	5	1	10	4	3	6	4	7	8	7	6	1	9	8	6
2525	7	4	2	4	7	7	8	9	9	8	1	2	3	2	6	1	9	1	10	9
2526	4	8	9	5	2	8	2	10	2	8	9	6	2	5	3	1	5	2	4	3
2527	10	10	1	5	8	6	9	9	7	1	5	5	4	9	4	5	10	6	8	3
2528	7	8	2	9	8	6	6	9	8	5	2	5	1	7	10	9	9	2	5	7
2529	5	7	2	1	3	4	6	3	9	9	7	6	10	6	1	3	5	4	9	9
2530	4	2	8	9	7	9	6	7	7	5	4	4	3	3	4	3	7	1	2	5
2531	10	4	7	5	8	10	7	2	1	3	8	4	1	8	3	2	3	3	2	6
2532	7	5	8	1	6	10	10	4	8	9	10	5	10	4	9	2	4	4	4	2
2533	8	3	8	10	9	2	4	4	10	2	6	8	5	3	10	8	5	7	4	5
2534	10	5	8	2	5	3	3	1	5	8	10	4	7	8	1	1	10	9	5	10
2535	7	4	2	2	7	2	3	8	6	3	4	9	1	10	2	3	9	10	2	8
2603	7	9	3	8	8	3	4	1	3	1	6	8	5	6	2	5	7	6	6	3
2604	8	8	7	5	5	10	1	7	7	2	2	1	9	2	7	5	1	3	6	6
2605	2	2	7	2	4	6	5	7	9	3	5	4	6	10	8	8	9	8	5	5
2606	1	9	2	5	7	2	1	3	1	6	10	5	5	8	9	8	5	9	6	6
2607	2	2	1	4	5	10	4	7	4	3	10	7	1	1	3	2	10	10	9	7
2608	2	8	7	8	1	6	6	3	7	7	10	1	3	1	6	7	10	3	2	8
2609	7	6	5	2	2	4	6	8	5	9	6	7	2	1	8	9	10	8	1	8
2610	10	1	1	10	9	6	8	4	1	5	1	4	10	10	10	2	9	9	8	7
2611	10	8	1	2	6	8	4	9	2	9	1	7	2	2	10	5	2	1	7	8
2612	10	5	3	4	6	6	8	6	7	2	2	9	1	9	10	3	9	8	6	5
2613	10	6	7	4	5	7	8	6	2	6	1	1	1	5	1	10	9	1	5	4
2614	8	8	10	2	9	5	10	4	7	4	6	6	2	5	5	9	3	5	7	7
2615	2	9	4	4	9	10	6	4	4	8	8	1	6	8	10	7	7	8	5	1
2616	4	6	10	4	9	3	6	4	2	3	6	8	5	7	1	2	10	3	10	3
2683	9	2	2	9	3	9	6	5	10	3	8	4	5	5	9	3	7	7	6	2
2687	6	5	8	7	7	6	3	8	5	9	10	3	2	4	8	2	3	6	4	3
2688	6	6	8	10	7	7	1	1	2	1	8	2	3	3	10	2	5	4	2	1
2689	1	9	5	4	1	2	4	5	10	3	2	3	1	8	5	7	6	4	9	2
2690	4	9	6	2	10	7	8	3	3	4	2	7	10	3	9	5	7	5	7	10
2691	1	8	10	3	8	10	1	2	10	9	10	7	10	3	3	1	5	5	4	2
2692	2	4	10	5	8	2	7	3	7	2	4	10	10	2	2	9	4	6	8	7
2693	10	4	4	4	6	6	7	8	2	8	5	7	5	8	6	9	1	8	7	3
2694	8	4	8	7	4	9	9	4	8	2	1	10	2	7	7	5	1	7	10	4
2695	3	8	7	1	5	6	2	3	7	6	5	3	2	4	2	4	6	7	2	9
2696	5	8	1	8	1	1	1	2	7	8	2	2	7	5	2	3	1	8	4	9
2697	9	2	10	2	6	8	10	10	1	5	3	8	3	5	4	7	9	5	9	8
2698	5	4	1	3	10	2	2	3	2	6	3	3	7	10	6	5	2	8	1	7
2764	4	6	10	7	2	1	4	8	4	8	4	9	4	5	10	4	5	6	1	8
2769	6	2	1	3	8	10	8	3	2	6	10	7	9	8	6	6	9	5	9	5
2770	9	7	4	6	2	7	8	7	8	10	4	5	4	4	2	9	5	1	5	7
2771	6	6	5	8	1	7	5	4	4	9	9	6	2	2	5	8	9	8	8	4
2772	6	1	4	6	5	7	7	5	4	8	1	6	7	2	6	6	10	4	10	4
2773	5	1	4	2	5	8	10	7	9	9	7	1	3	3	5	7	8	10	9	3
2774	9	2	4	5	10	9	5	3	9	6	4	3	1	2	9	3	2	5	4	5
2775	3	4	2	7	8	9	1	7	6	10	4	9	3	4	4	6	8	3	1	9
2776	7	8	1	4	3	6	8	5	2	8	5	3	9	8	5	7	4	6	7	7
2777	4	6	1	7	1	3	3	1	5	10	7	5	9	1	1	4	8	10	9	8
2778	4	7	1	9	2	10	5	1	10	5	6	9	8	10	6	9	4	6	5	4
2845	1	2	5	3	3	1	6	5	5	8	3	9	3	10	2	10	5	4	1	10
2846	5	6	10	10	4	9	10	9	10	10	10	4	9	8	2	3	10	1	9	5
2849	9	5	3	7	2	4	10	4	9	10	4	9	3	6	9	2	3	7	3	6
2850	1	10	5	3	10	2	7	6	1	6	4	1	2	8	9	3	3	7	10	1
2851	3	9	10	9	10	6	7	5	5	5	5	9	2	5	9	7	1	7	10	4
2852	10	10	8	4	8	3	5	4	9	4	7	4	9	2	3	1	6	4	9	2
2853	2	5	1	5	10	3	1	5	9	8	9	8	5	6	5	4	3	4	3	7
2854	5	3	6	3	9	5	8	2	6	9	8	7	7	4	4	9	2	2	8	1
2855	2	4	4	2	10	4	5	3	6	6	4	4	5	6	8	2	6	10	5	7
2856	5	8	7	6	9	9	8	9	6	4	4	4	6	9	3	1	10	10	6	4
2857	8	8	3	2	3	7	10	8	7	2	1	1	1	8	7	1	4	3	3	7
2858	3	6	3	3	2	4	6	4	6	3	5	1	10	1	10	5	7	2	8	3
2859	2	3	7	10	8	4	8	7	1	2	8	4	8	1	8	2	8	7	10	10
2860	7	2	2	5	9	6	9	10	8	1	4	4	2	3	4	10	1	9	7	10
2927	3	7	3	5	5	1	2	2	7	9	2	9	1	7	3	9	9	7	1	1
2928	3	8	7	7	9	8	10	9	3	3	6	10	3	10	2	7	7	9	10	5
2930	2	2	7	5	1	3	5	4	4	10	3	5	5	8	5	1	6	5	7	1
2931	1	6	2	2	7	4	5	6	8	9	7	6	1	2	1	2	4	1	1	7
2932	3	1	6	10	4	8	3	8	4	4	7	3	3	9	6	9	6	2	1	4
2933	7	1	3	6	2	2	9	5	3	1	6	4	4	4	2	5	2	9	3	8
2934	1	1	4	8	7	3	10	4	9	5	4	2	8	4	2	8	9	10	7	1
2935	3	7	10	10	8	6	4	7	3	4	9	6	9	2	8	4	2	2	9	10
2936	8	1	6	7	10	4	5	2	4	2	9	8	3	8	8	5	4	3	8	8
2937	2	3	1	5	9	3	10	9	8	2	5	10	6	5	10	5	8	1	8	8
2938	1	4	8	1	5	7	7	5	8	6	8	3	7	9	8	4	3	3	7	10
2939	9	3	2	1	4	2	3	9	4	3	10	7	3	7	8	5	2	10	3	4
2940	6	6	2	8	4	7	5	8	8	7	3	5	10	4	5	7	3	6	4	9
2941	4	2	4	6	8	4	6	9	3	2	1	2	1	10	2	2	9	8	2	5
3010	3	9	5	4	6	6	4	7	9	1	8	1	6	1	3	5	3	6	8	3
3011	9	2	2	8	6	3	3	5	6	7	7	2	10	6	10	8	7	2	9	10
3012	4	3	5	2	6	10	5	5	2	8	5	8	9	6	4	5	4	2	7	10
3013	2	10	1	4	9	3	2	5	5	2	1	10	7	10	10	2	9	9	5	1
3014	9	3	10	5	9	4	7	5	8	6	3	10	3	6	2	1	9	10	8	8
3015	9	1	10	7	7	6	10	5	10	2	6	3	3	2	8	4	8	7	6	3
3016	1	5	8	3	4	1	8	9	10	2	1	10	1	1	8	4	6	3	3	2
3017	6	9	9	7	1	4	5	2	1	8	9	3	10	7	9	3	4	7	7	2
3018	7	2	9	7	3	2	7	3	10	6	2	9	8	1	9	6	4	10	2	4
3019	10	2	5	6	2	1	5	2	6	4	5	1	8	6	4	3	10	4	6	6
3020	9	2	7	5	3	10	10	4	9	10	10	9	1	6	9	6	8	7	5	4
3021	5	5	9	4	7	10	7	9	7	3	6	4	3	10	7	9	8	9	1	8
3022	1	1	6	7	10	10	8	2	8	9	3	6	3	2	9	4	10	8	3	2
3092	2	7	10	10	1	4	2	1	10	3	3	6	8	8	7	6	7	2	6	1
3093	8	9	6	10	6	3	8	4	2	3	8	4	10	2	9	2	7	9	9	1
3094	4	3	10	4	8	5	2	4	1	7	10	9	1	2	3	8	6	6	8	4
3095	8	2	10	7	10	6	2	10	3	9	7	6	1	5	3	5	4	1	2	2
3096	5	4	10	8	6	1	4	7	4	9	2	3	7	4	3	1	7	6	10	1
3097	6	3	6	5	9	7	7	1	8	5	5	1	3	1	6	8	9	10	5	9
3098	10	1	9	2	7	7	2	10	3	6	7	3	8	1	8	10	8	8	4	3
3099	6	1	9	2	2	3	4	1	5	10	8	1	10	8	7	2	9	8	6	9
3100	8	7	7	2	3	6	8	6	1	5	7	2	6	4	4	8	5	4	6	7
3101	10	5	1	9	6	9	8	1	3	5	8	5	5	3	4	1	7	10	8	2
3102	1	5	1	5	2	5	5	5	7	4	8	7	6	6	9	6	8	6	3	8
3103	2	3	8	1	2	4	9	5	2	6	4	10	1	10	4	3	1	2	4	1
3174	9	1	9	4	1	1	9	1	3	7	6	9	5	10	7	3	6	3	9	2
3175	5	10	1	7	3	6	5	7	4	8	6	4	2	1	10	9	7	1	4	5
3176	9	4	5	9	5	9	2	10	9	6	10	1	5	8	7	3	8	1	10	2
3177	6	4	9	2	10	9	3	5	4	3	2	2	9	8	6	6	2	7	6	10
3178	3	3	3	6	10	1	4	8	10	3	3	4	3	5	6	2	2	1	6	6
3179	10	1	3	4	4	10	4	9	3	8	5	3	5	4	10	9	5	1	3	3
3180	2	6	7	6	1	2	5	8	9	1	4	10	10	3	5	8	7	8	5	9
3181	9	3	7	10	4	4	4	3	10	7	10	9	10	9	3	6	9	10	3	8
3182	3	6	9	7	4	10	10	4	1	7	4	8	7	9	6	8	9	2	5	7
3183	6	4	4	4	3	4	6	6	8	8	8	5	2	10	9	5	2	6	5	5
3184	1	3	1	7	6	5	10	6	3	1	3	4	8	5	2	2	7	9	8	1
3185	2	8	1	5	8	5	5	1	2	2	4	4	9	9	7	7	8	7	1	9
3255	6	5	3	7	8	7	5	1	5	5	7	1	4	3	6	10	7	7	7	2
3256	8	4	3	10	3	8	4	6	8	5	10	10	7	7	9	2	8	5	4	7
3257	4	10	8	3	2	1	6	6	5	7	4	2	1	7	8	1	10	6	5	4
3258	10	7	9	10	4	5	3	8	9	2	4	1	3	8	6	7	6	3	3	1
3259	10	4	1	6	10	3	1	7	4	5	6	6	10	8	6	8	9	7	10	5
3260	1	2	1	4	2	4	7	9	8	4	6	6	7	5	3	2	2	10	1	9
3261	6	1	3	1	4	7	2	2	6	2	9	10	4	1	9	7	5	10	1	3
3262	6	5	3	5	9	8	10	9	7	4	6	5	9	7	5	2	3	7	2	4
3263	5	9	4	3	10	8	3	9	7	1	1	2	10	3	1	8	2	10	9	5
3264	2	2	9	5	3	7	4	5	8	3	5	9	2	3	5	7	6	5	7	3
3265	4	8	9	6	8	8	8	9	4	2	5	5	1	8	2	10	7	4	9	5
3266	10	4	3	8	7	4	10	5	2	4	8	7	7	8	3	5	1	10	5	7
3338	1	6	3	1	9	4	4	6	9	9	5	5	3	4	1	8	8	5	4	7
3339	4	4	6	1	5	2	7	8	3	10	8	5	5	9	5	10	1	4	6	6
3340	5	6	5	10	2	1	9	4	9	7	10	9	2	6	3	10	9	6	3	3
3341	7	6	1	1	9	10	9	4	5	10	1	4	10	5	9	5	4	4	6	10
3342	2	10	8	2	4	1	10	8	6	5	7	3	10	5	5	9	5	5	5	7
3343	7	3	6	2	8	1	10	9	6	3	5	6	8	5	9	3	3	4	1	5
3344	3	8	7	1	1	8	2	5	8	4	2	7	6	3	4	1	1	5	10	2
3345	10	9	10	5	9	9	6	10	5	4	9	5	2	1	7	4	6	4	9	4
3346	3	4	5	5	6	3	4	1	7	1	7	3	9	3	10	8	6	8	7	4
3347	8	2	2	9	3	3	2	4	2	9	1	10	6	10	5	5	8	6	1	7
3420	6	8	3	7	5	10	10	4	2	8	7	7	5	1	7	9	3	1	2	6
3421	3	7	8	3	3	2	4	1	7	6	10	10	2	4	1	2	4	10	2	3
3422	1	6	5	10	3	8	10	6	8	9	4	4	4	1	8	3	6	3	6	4
3423	4	4	6	4	1	3	1	7	7	2	10	6	5	4	10	8	9	8	8	8
3424	8	9	7	8	6	2	4	7	8	5	4	6	5	8	4	4	2	7	9	7
3425	7	2	4	9	9	1	6	10	6	1	8	7	9	1	7	4	10	8	9	6
3426	2	7	7	4	4	4	2	8	9	9	8	7	9	9	9	9	10	5	10	9
3427	1	8	5	3	2	9	3	4	3	2	1	8	9	2	10	3	8	5	8	8
3428	9	5	4	5	7	6	8	7	3	5	4	10	6	1	5	10	4	5	7	5
3429	5	2	1	7	7	10	10	6	8	5	6	7	5	10	1	1	5	10	3	4
3430	9	1	7	2	2	10	7	6	2	7	1	3	10	1	8	8	3	6	9	10
3438	8	8	6	10	1	6	3	6	7	9	8	2	7	10	10	9	10	2	2	4
3500	2	2	3	8	3	9	6	9	5	6	9	7	1	5	4	10	2	9	3	4
3501	8	5	5	7	2	3	6	8	1	2	6	2	6	7	6	1	9	9	2	1
3502	1	5	3	3	2	10	6	5	5	1	2	9	7	4	5	8	3	10	1	4
3503	10	3	4	3	10	5	6	3	4	7	1	8	8	4	4	10	5	5	9	1
3504	5	4	7	10	5	6	8	5	9	10	7	6	3	8	6	3	7	1	9	6
3505	8	6	5	3	10	3	6	5	10	3	1	4	3	5	8	2	3	2	2	8
3506	7	3	2	8	2	8	1	6	6	3	10	10	6	10	3	5	8	2	3	8
3507	8	7	7	4	10	7	6	9	9	4	3	8	9	2	2	4	1	9	8	3
3508	4	8	9	6	4	7	8	8	7	4	6	9	2	7	6	3	6	6	6	8
3509	6	10	1	7	5	3	6	2	7	4	2	1	8	9	1	8	5	4	7	1
3510	1	3	1	7	4	1	4	4	6	3	5	9	7	4	10	8	4	2	10	10
3518	7	9	10	3	7	1	2	8	5	4	9	7	3	5	7	2	8	5	6	6
3582	4	10	8	3	2	3	1	8	7	5	1	1	4	1	8	10	4	3	2	1
3583	10	8	9	6	9	7	2	2	3	6	6	1	6	4	5	2	8	1	10	9
3584	8	9	5	3	2	7	3	10	4	6	7	8	9	3	3	4	6	5	2	5
3585	9	8	4	7	1	8	5	10	1	10	9	1	8	5	6	2	10	2	1	2
3586	4	5	7	5	4	10	1	1	10	4	5	5	2	7	9	7	8	7	2	5
3587	6	3	7	8	5	5	1	1	10	7	9	4	9	8	8	9	5	3	10	1
3588	4	5	7	7	6	9	5	5	7	3	3	9	7	6	3	3	3	9	2	8
3589	1	6	6	10	9	1	3	1	5	8	9	10	9	2	10	7	3	7	5	2
3590	7	4	4	10	2	4	6	4	5	8	9	7	2	9	7	6	9	9	4	6
3591	8	7	5	9	4	4	7	5	9	6	10	10	8	10	7	6	9	10	4	7
3592	5	8	7	4	6	8	2	8	1	9	8	4	8	3	8	10	2	6	4	8
3599	3	7	5	1	3	4	6	10	9	2	3	8	6	4	2	4	1	1	9	4
3600	1	2	3	7	8	8	1	8	6	10	7	2	4	3	9	6	1	10	8	6
3663	8	1	10	8	2	1	6	2	5	10	4	1	7	9	5	10	9	4	2	7
3664	3	1	5	9	5	3	1	1	8	9	2	9	4	9	2	10	8	7	7	1
3665	1	6	5	2	7	8	8	6	6	9	7	9	6	4	9	4	8	5	6	1
3666	4	8	7	1	2	7	5	3	9	6	10	10	5	2	3	10	5	5	4	7
3667	4	3	1	3	1	8	6	6	5	8	6	5	9	5	10	3	5	5	8	10
3668	8	3	3	3	5	4	3	10	5	3	10	3	9	10	9	5	7	6	10	8
3669	10	2	2	6	6	3	4	2	9	6	9	4	8	4	2	4	7	9	8	3
3670	9	9	5	9	5	10	7	6	6	1	5	1	5	2	7	6	7	6	10	5
3671	6	1	4	1	1	1	8	1	10	9	5	10	2	2	10	2	2	6	2	2
3672	9	2	7	4	8	1	6	1	10	10	10	8	2	4	8	8	5	2	8	2
3673	6	10	9	10	4	3	4	6	4	4	7	9	6	10	7	8	10	9	7	5
3674	2	7	5	7	6	1	4	9	1	7	10	5	7	2	2	9	9	1	9	2
3675	6	5	8	10	2	1	3	3	4	1	5	3	10	4	6	2	3	7	6	1
3679	3	9	10	5	4	4	5	3	8	3	5	10	8	2	10	8	7	10	3	2
3680	10	9	6	8	6	5	8	7	3	6	2	4	3	3	1	4	5	1	6	10
3681	9	1	10	9	8	10	2	9	1	8	10	6	7	6	5	4	8	5	1	9
3682	2	6	1	4	9	9	3	2	2	2	1	10	8	1	10	3	10	4	10	9
3744	4	4	8	10	1	5	7	8	8	4	6	7	8	5	3	7	2	10	8	2
3745	9	2	2	2	10	5	9	2	5	3	3	4	7	10	3	9	7	7	6	4
3746	6	1	6	4	6	6	3	6	6	8	2	9	4	5	2	6	10	2	1	9
3747	3	7	9	1	10	2	8	2	1	8	6	3	8	10	4	1	2	9	5	4
3748	2	2	4	1	3	9	5	10	2	7	1	8	9	1	6	10	6	4	1	6
3749	7	7	10	4	2	4	9	10	1	8	3	7	5	9	2	7	5	6	8	10
3750	4	3	10	8	10	3	7	7	6	1	1	8	5	6	3	6	9	6	9	10
3751	2	7	10	9	4	6	8	7	4	6	2	10	10	5	8	4	7	8	9	4
3752	8	6	9	9	10	4	6	3	2	9	4	3	2	1	7	1	1	9	4	7
3753	5	6	5	8	5	3	5	1	7	10	7	7	2	6	6	10	1	7	4	2
3754	10	3	10	9	8	2	8	4	1	6	10	8	7	8	10	8	10	2	8	7
3755	2	9	2	10	8	5	2	9	6	3	5	5	4	4	9	3	1	9	2	4
3756	9	1	7	2	9	1	2	9	3	1	7	1	4	10	8	7	2	3	1	8
3760	10	2	10	2	1	7	4	10	6	8	4	6	10	2	8	3	4	3	9	5
3761	8	10	2	9	3	1	2	8	6	1	4	4	3	5	10	10	5	3	2	8
3762	4	9	4	1	4	1	10	4	7	6	7	6	5	5	6	1	2	1	7	4
3763	10	6	9	2	2	3	5	9	9	8	2	7	8	3	5	2	9	4	1	8
3825	10	1	4	5	1	4	2	4	1	7	6	10	9	5	10	2	8	3	6	3
3826	7	6	3	2	7	7	7	2	3	6	9	5	2	7	6	6	3	8	10	2
3827	2	2	10	2	3	5	1	5	7	4	8	1	9	3	5	8	9	6	7	9
3828	8	6	6	8	8	8	6	1	2	3	6	3	1	7	7	1	7	2	5	3
3829	7	9	9	8	6	3	6	10	3	5	6	8	3	9	2	6	1	4	8	6
3830	7	10	1	10	10	10	9	2	10	2	1	4	9	10	8	5	4	2	5	10
3831	6	6	7	4	6	10	1	1	10	1	3	4	10	2	4	5	8	1	8	1
3832	8	8	2	9	7	7	6	5	5	6	10	4	6	5	4	2	7	9	1	4
3833	8	2	1	8	9	6	3	1	2	5	8	2	8	7	2	3	7	5	9	2
3834	3	2	4	9	2	1	1	5	8	7	6	6	3	4	2	4	8	6	4	6
3835	3	2	4	6	6	8	7	5	10	9	10	6	3	6	1	9	1	3	8	3
3836	10	10	5	5	10	3	7	9	2	1	2	3	4	5	2	6	10	10	8	8
3837	3	3	2	4	5	7	5	6	5	3	3	3	10	8	7	3	8	3	3	7
3841	8	9	2	9	5	3	8	7	2	7	3	10	9	2	9	2	10	6	4	6
3842	9	10	1	1	4	10	2	10	8	9	8	7	2	4	6	2	5	10	5	5
3843	7	7	7	9	6	7	6	9	7	4	8	9	10	9	4	6	6	1	1	3
3844	7	1	5	6	3	6	2	9	5	1	10	6	8	8	4	2	10	9	2	1
3907	4	2	7	5	8	1	3	8	6	5	8	1	3	1	8	9	9	3	9	3
3908	5	7	4	3	4	5	4	9	2	6	9	2	3	1	5	9	9	2	3	6
3909	7	7	5	5	9	8	1	3	9	8	1	2	1	6	3	5	5	8	5	7
